task_mode_id,task_id,cell_resource_id,machine_resource_id,duration_15minutes,,,,,
49861bcc-6b9a-49fa-9f2e-304f1a9ad846,f076d44c-6cd7-4ad1-ab33-f14731247034,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,97,,,,,
f108bd99-8f54-4443-81e7-572dd7b182e1,879d8270-0475-446f-b46a-81b002b46f25,63f736fd-6608-480d-b2a1-6a4ecdc26118,3b765e06-3656-4afa-9975-20e87ded2603,4,,,,,
3bd7f8bc-bb0f-4729-9b1e-a2838bbbbd28,879d8270-0475-446f-b46a-81b002b46f25,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,4,,,,,
6a7cdd01-18cf-4dbb-bb66-3b99731432da,bce6b5f0-7aa3-43ec-b0c3-2200b9bb476b,63f736fd-6608-480d-b2a1-6a4ecdc26118,3b765e06-3656-4afa-9975-20e87ded2603,1,,,,,
77185e3e-4ba4-411f-8ccc-a94e054dced2,ce89037a-0210-4131-825f-3b62633538d6,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,1,,,,,
0da98fe5-c9c7-43e6-84e3-7d8878e56ba4,ce89037a-0210-4131-825f-3b62633538d6,63f736fd-6608-480d-b2a1-6a4ecdc26118,3b765e06-3656-4afa-9975-20e87ded2603,97,,,,,
80396874-18d0-442f-b27b-569e5646a8ed,ce89037a-0210-4131-825f-3b62633538d6,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,97,,,,,
c1cb4406-0612-48db-a176-0bb30e2e8c42,80cd4948-3f31-427a-be35-f06d1420ba2b,63f736fd-6608-480d-b2a1-6a4ecdc26118,3b765e06-3656-4afa-9975-20e87ded2603,4,,,,,
372d4b9d-5b00-45c2-861e-d07c6b4cb791,80cd4948-3f31-427a-be35-f06d1420ba2b,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,4,,,,,
bd8589e3-07fb-46ee-92de-479124877450,accc14d4-e84b-4495-9351-a33f12fd3da4,63f736fd-6608-480d-b2a1-6a4ecdc26118,3b765e06-3656-4afa-9975-20e87ded2603,1,,,,,
235f8387-09c2-4230-bb7a-7c098c762ee8,accc14d4-e84b-4495-9351-a33f12fd3da4,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,1,,,,,
1a8627c9-35fa-4fb9-983e-ff900ca9b95b,e62f3c0c-520b-436a-b961-cf59350d158a,63f736fd-6608-480d-b2a1-6a4ecdc26118,3b765e06-3656-4afa-9975-20e87ded2603,97,,,,,
57df7e11-801b-440e-8507-0568fa252df3,e62f3c0c-520b-436a-b961-cf59350d158a,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,97,,,,,
08dd4ba5-3274-4936-bfa3-fff90417c5ca,331721d2-6709-40b1-8fb9-49e2e50e7de1,63f736fd-6608-480d-b2a1-6a4ecdc26118,3b765e06-3656-4afa-9975-20e87ded2603,4,,,,,
94b930e8-ffe9-4e08-895b-84efe5cc2204,331721d2-6709-40b1-8fb9-49e2e50e7de1,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,4,,,,,
6626b7d0-0aef-4486-8349-a2dfaa522c78,d0ca3261-d9f4-40c3-96f8-858655d3e774,63f736fd-6608-480d-b2a1-6a4ecdc26118,3b765e06-3656-4afa-9975-20e87ded2603,1,,,,,
2397e331-6325-4b2f-9005-ebc79e17c6af,d0ca3261-d9f4-40c3-96f8-858655d3e774,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,1,,,,,
b37bc067-d1db-4ff1-95f5-a8985ba36204,47d43e6c-5cd6-4883-87ac-4dcffc063465,63f736fd-6608-480d-b2a1-6a4ecdc26118,3b765e06-3656-4afa-9975-20e87ded2603,290,,,,,
c15b41f2-aeaa-48b2-9e7b-12d76646429e,47d43e6c-5cd6-4883-87ac-4dcffc063465,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,7ebfbe72-70de-4613-ae06-c9e1cfbc0a4e,290,,,,,
90dd0869-217f-48b4-a676-5e241b8dca4c,8d09cf09-c28c-452c-9ea7-a58b77e24cc3,68766f04-9494-4fe1-a774-18ae0cc6df40,f4889ffc-68d5-4c07-82b1-1883739d2f5a,13,,,,,
c8a5bb17-50d9-4a76-852d-71bf4da3c17d,92c282b4-b65a-4667-9a94-32eaa75dc989,68766f04-9494-4fe1-a774-18ae0cc6df40,f4889ffc-68d5-4c07-82b1-1883739d2f5a,7,,,,,
0b7f1862-943a-4637-9a02-432fed31b221,e91c42d7-1b92-486e-a7d5-57327714d073,d846700c-57d8-4161-a91e-0c8394133f21,43e43e1d-b1f5-4635-9285-d7fd91bd4a4c,10,,,,,
bd2ff252-33d4-40e7-af95-00f07560fa73,c0402ed8-f6d2-4f85-bc46-f677d5d1b05b,d846700c-57d8-4161-a91e-0c8394133f21,43e43e1d-b1f5-4635-9285-d7fd91bd4a4c,9,,,,,
63a2567f-efb0-456d-a22f-2ef492828dc6,b9b9f3ff-463a-47ec-82cf-1c197a50580f,9f55118c-0078-4a78-a236-b469bd1b64bb,7ad56bf3-ab3d-410a-98b3-0499b3e2058f,5,,,,,
2de7a63a-b6d4-49ba-9b66-550e0fec55b9,7c9814db-10ff-49ed-acd9-824d1a1615fd,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,11,,,,,
d04c9c80-da80-4fd4-bb10-956e41d6bc03,1de4480f-aa60-4088-9c53-2b40764033c1,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,8,,,,,
f412e4ec-8a82-4c1b-9d0b-6a3277d0d94c,6a7e94f8-4a95-48cf-b007-f67a5d3a7d86,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,8,,,,,
82c555db-a331-4fb2-a87f-27b24dfe2124,8d419716-f359-4842-9eb9-883c4a23efda,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,8,,,,,
43d15022-d378-4fe5-823f-be35b2bda7d2,a05b59f5-e125-414b-8608-9ff4e1d19a44,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,8,,,,,
b6e162d3-70c5-49c9-82c2-8aa28ff6eb10,86cc335c-8423-42a5-a55f-05634c445344,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,8,,,,,
40997487-2b49-4264-81f2-d9039c813870,60e0ecda-3189-4397-8b73-bae8a9ff5736,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,8,,,,,
2cc75427-3e64-4755-9ce8-999cbef5a4ad,1ba9bc63-0012-4e55-9e3e-d1fe1cac2549,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,5,,,,,
66bbaabd-965b-41b7-a138-ab9ce7f4d3b2,6ef19acc-112d-443b-a05d-5a5f0ff79afe,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,1,,,,,
98f0dfe9-8457-4b7e-95ba-9751c7b7cd7e,e1e23815-3463-4b3d-965e-75389f65ece7,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,24,,,,,
a552f735-fe5e-4470-9d68-a9fb2cbc8946,f2929520-7ec7-46f3-9acd-997217268f82,1b9801f0-b5ed-4751-84d5-6d6b69ed65ba,75fc7e90-1ffc-47fd-9121-165e54ddb6e8,8,,,,,
0425d873-c847-4a68-bc4c-9cac72686768,3acbbdb6-ab5d-4f97-b490-3ae47d7688f2,b8866cc9-5909-4eb8-8f1e-ddec1d1c1e61,9a0c9bbc-5234-4fb6-9f99-f74c5c9a6420,8,,,,,
